brand,catalogNo,name,spec,unit, listPrice,memberPrice, wholesalePrice, sampleType,detectedSpecies,application,host,reactivity,conjugate,casNo,category,remark
艾迪生,ADS-F-DF004-24,ADPG焦磷酸化酶/腺苷二磷酸葡萄糖焦磷酸化酶(AGP)活性检测试剂盒,24样,,2500,1500,1875,,,,,,,,reagent,
艾迪生,ADS-F-DF004-100,ADPG焦磷酸化酶/腺苷二磷酸葡萄糖焦磷酸化酶(AGP)活性检测试剂盒,48样,,3496,2097.6,2622,,,,,,,,reagent,
艾迪生,ADS-W-DF004,ADPG焦磷酸化酶/腺苷二磷酸葡萄糖焦磷酸化酶(AGP)活性检测试剂盒,96样,,6688,4012.8,5016,,,,,,,,reagent,
艾迪生,ADS-F-DF002-24,α-淀粉酶(α-AL)检测试剂盒,24样,,350,210,262.5,,,,,,,,reagent,
艾迪生,ADS-W-DF002-48,α-淀粉酶(α-AL)检测试剂盒,48样,,699,419.4,524.25,,,,,,,,reagent,
艾迪生,ADS-F-DF003-24,β-淀粉酶(β-AL)检测试剂盒,24样,,684,410.4,513,,,,,,,,reagent,
艾迪生,ADS-W-DF003-48,β-淀粉酶(β-AL)检测试剂盒,48样,,1368,820.8,1026,,,,,,,,reagent,
艾迪生,ADS-F-DF010,淀粉分支酶(SBE)检测试剂盒,24样,,1034,620.4,775.5,,,,,,,,reagent,
艾迪生,ADS-W-DF010,淀粉分支酶(SBE)检测试剂盒,48样,,1763,1057.8,1322.25,,,,,,,,reagent,
艾迪生,ADS-F-DF008-48,结合态淀粉合成酶(GBSS)检测试剂盒,48样,,4773,2863.8,3579.75,,,,,,,,reagent,
艾迪生,ADS-W-DF008-48,结合态淀粉合成酶(GBSS)检测试剂盒,48样,,4545,2727,3408.75,,,,,,,,reagent,
艾迪生,ADS-W-DF008,结合态淀粉合成酶(GBSS)检测试剂盒,96样,,7539,4523.4,5654.25,,,,,,,,reagent,
艾迪生,ADS-F-DF006-100,可溶性淀粉合成酶(SSS)检测试剂盒,48样,,4773,2863.8,3579.75,,,,,,,,reagent,
艾迪生,ADS-W-DF006-48,可溶性淀粉合成酶(SSS)检测试剂盒,48样,,4545,2727,3408.75,,,,,,,,reagent,
艾迪生,ADS-W-DF006,可溶性淀粉合成酶(SSS)检测试剂盒,96样,,7539,4523.4,5654.25,,,,,,,,reagent,
艾迪生,ADS-F-ZT007,可溶性酸性转化酶（S-AI）)/液泡转化酶检测试剂盒,24样,,760,456,570,,,,,,,,reagent,
艾迪生,ADS-W-ZT007,可溶性酸性转化酶（S-AI）)/液泡转化酶检测试剂盒,48样,,1520,912,1140,,,,,,,,reagent,
艾迪生,ADS-F-ZT013,蔗糖合成酶(SS)检测试剂盒,48样,,1467,880.2,1100.25,,,,,,,,reagent,
艾迪生,ADS-W-ZT013-48,蔗糖合成酶(SS)检测试剂盒,48样,,1333,799.8,999.75,,,,,,,,reagent,
艾迪生,ADS-W-ZT013,蔗糖合成酶(SS)检测试剂盒,96样,,2500,1500,1875,,,,,,,,reagent,
艾迪生,ADS-F-ZT006,蔗糖磷酸合成酶(SPS)检测试剂盒,24样,,1064,638.4,798,,,,,,,,reagent,
艾迪生,ADS-W-ZT006,蔗糖磷酸合成酶(SPS)检测试剂盒,48样,,1976,1185.6,1482,,,,,,,,reagent,
艾迪生,ADS-W-ZT006-96,蔗糖磷酸合成酶(SPS)检测试剂盒,96样,,4000,2400,3000,,,,,,,,reagent,
艾迪生,ADS-F-ZT014,植物蔗糖酶(sucrase)检测试剂盒,48样,,1201,720.6,900.75,,,,,,,,reagent,
艾迪生,ADS-W-ZT014,植物蔗糖酶(sucrase)检测试剂盒,96样,,2280,1368,1710,,,,,,,,reagent,
艾迪生,ADS-F-ZT015,植物组织蔗糖(sucrose)含量检测试剂盒,48样,,395,237,296.25,,,,,,,,reagent,
艾迪生,ADS-W-ZT015,植物组织蔗糖(sucrose)含量检测试剂盒,96样,,790,474,592.5,,,,,,,,reagent,
艾迪生,ADS-F-ZT008,中性转化酶(NI)/细胞质转化酶检测试剂盒,24样,,760,456,570,,,,,,,,reagent,
艾迪生,ADS-W-ZT008,中性转化酶(NI)/细胞质转化酶检测试剂盒,48样,,1520,912,1140,,,,,,,,reagent,
艾迪生,ADS-F-TR003,土壤β-葡萄糖苷酶(S-β-GC)检测试剂盒,24样,,806,483.6,604.5,,,,,,,,reagent,
艾迪生,ADS-F-TR003-48,土壤β-葡萄糖苷酶(S-β-GC)检测试剂盒,48样,,1414,848.4,1060.5,,,,,,,,reagent,
艾迪生,ADS-W-TR003,土壤β-葡萄糖苷酶(S-β-GC)检测试剂盒,48样,,1490,894,1117.5,,,,,,,,reagent,
艾迪生,ADS-W-TR003-96,土壤β-葡萄糖苷酶(S-β-GC)检测试剂盒,96样,,2508,1504.8,1881,,,,,,,,reagent,
艾迪生,ADS-F-TR040,土壤α-葡萄糖苷酶(S-α - GC)试剂盒,24样,,806,483.6,604.5,,,,,,,,reagent,
艾迪生,ADS-W-TR040,土壤α-葡萄糖苷酶(S-α - GC)试剂盒,48样,,1490,894,1117.5,,,,,,,,reagent,
艾迪生,ADS-F-TR002,土壤多酚氧化酶(S-PPO)检测试剂盒,48样,,638,382.8,478.5,,,,,,,,reagent,
艾迪生,ADS-W-TR002,土壤多酚氧化酶(S-PPO)检测试剂盒,96样,,1186,711.6,889.5,,,,,,,,reagent,
艾迪生,ADS-F-TR005-24,土壤过氧化氢酶(S-CAT)检测试剂盒,24样,,623,373.8,467.25,,,,,,,,reagent,
艾迪生,ADS-F-TR005-48,土壤过氧化氢酶(S-CAT)检测试剂盒,48样,,1094,656.4,820.5,,,,,,,,reagent,
艾迪生,ADS-W-TR005,土壤过氧化氢酶(S-CAT)检测试剂盒,48样,,1216,729.6,912,,,,,,,,reagent,
艾迪生,ADS-W-TR005-96,土壤过氧化氢酶(S-CAT)检测试剂盒,96样,,2067,1240.2,1550.25,,,,,,,,reagent,
艾迪生,ADS-F-TR010,土壤碱性磷酸酶(S-AKP/ALP)试剂盒,48样,,456,273.6,342,,,,,,,,reagent,
艾迪生,ADS-W-TR010,土壤碱性磷酸酶(S-AKP/ALP)试剂盒,96样,,684,410.4,513,,,,,,,,reagent,
艾迪生,ADS-F-TR001,土壤脲酶(S-UE)检测试剂盒,24样,,562,337.2,421.5,,,,,,,,reagent,
艾迪生,ADS-F-TR001-48,土壤脲酶(S-UE)检测试剂盒,48样,,988,592.8,741,,,,,,,,reagent,
艾迪生,ADS-W-TR001,土壤脲酶(S-UE)检测试剂盒,48样,,1125,675,843.75,,,,,,,,reagent,
艾迪生,ADS-F-TR008,土壤酸性磷酸酶(S-ACP)试剂盒,48样,,456,273.6,342,,,,,,,,reagent,
艾迪生,ADS-W-TR008,土壤酸性磷酸酶(S-ACP)试剂盒,96样,,684,410.4,513,,,,,,,,reagent,
艾迪生,ADS-F-TR015-24,土壤脱氢酶(sDHA)检测试剂盒,24样,,790,474,592.5,,,,,,,,reagent,
艾迪生,ADS-W-TR015-48,土壤脱氢酶(sDHA)检测试剂盒,48样,,1292,775.2,969,,,,,,,,reagent,
艾迪生,ADS-F-TR021,土壤无机磷(S-PHOS)/速效磷含量检测试剂盒,48样,,988,592.8,741,,,,,,,,reagent,
艾迪生,ADS-W-TR021,土壤无机磷(S-PHOS)/速效磷含量检测试剂盒,96样,,1672,1003.2,1254,,,,,,,,reagent,
艾迪生,ADS-F-TR004,"土壤纤维素酶(S-CL)/内切-β-1,4葡聚糖酶活性检测试剂盒",24样,,790,474,592.5,,,,,,,,reagent,
艾迪生,ADS-W-TR004,"土壤纤维素酶(S-CL)/内切-β-1,4葡聚糖酶活性检测试剂盒",48样,,1490,894,1117.5,,,,,,,,reagent,
艾迪生,ADS-F-TR007,土壤蔗糖酶(S-SC)检测试剂盒,24样,,684,410.4,513,,,,,,,,reagent,
艾迪生,ADS-F-TR007-48,土壤蔗糖酶(S-SC)检测试剂盒,48样,,1201,720.6,900.75,,,,,,,,reagent,
艾迪生,ADS-W-TR007,土壤蔗糖酶(S-SC)检测试剂盒,48样,,1322,793.2,991.5,,,,,,,,reagent,
艾迪生,ADS-W-TR007-96,土壤蔗糖酶(S-SC)检测试剂盒,96样,,2280,1368,1710,,,,,,,,reagent,
艾迪生,ADS-F-TR009,土壤中性磷酸酶(S-NP)活性检测试剂盒,48样,,456,273.6,342,,,,,,,,reagent,
艾迪生,ADS-W-TR009,土壤中性磷酸酶(S-NP)活性检测试剂盒,96样,,684,410.4,513,,,,,,,,reagent,
艾迪生,ADS-F-TR028,土壤总磷/有机磷/无机磷含量检测试剂盒,48样,,988,592.8,741,,,,,,,,reagent,
艾迪生,ADS-W-TR028,土壤总磷/有机磷/无机磷含量检测试剂盒,96样,,1672,1003.2,1254,,,,,,,,reagent,
艾迪生,ADS-F-TR018,土壤碱性蛋白酶(S-ALPT)活性检测试剂盒,24样,,941,564.6,705.75,,,,,,,,reagent,
艾迪生,ADS-W-TR017,土壤碱性蛋白酶(S-ALPT)活性检测试剂盒,48样,,1669,1001.4,1251.75,,,,,,,,reagent,
艾迪生,ADS-F-TR017,土壤中性蛋白酶(S-NPT)活性检测试剂盒,24样,,941,564.6,705.75,,,,,,,,reagent,
艾迪生,ADS-W-TR016,土壤中性蛋白酶(S-NPT)活性检测试剂盒,48样,,1669,1001.4,1251.75,,,,,,,,reagent,
艾迪生,ADS-F-TR016,土壤酸性蛋白酶（S-ACPT ）活检测试剂盒,24样,,941,564.6,705.75,,,,,,,,reagent,
艾迪生,ADS-W-TR015,土壤酸性蛋白酶（S-ACPT ）活检测试剂盒,48样,,1669,1001.4,1251.75,,,,,,,,reagent,
艾迪生,ADS-F-ZM004,羧酸酯酶(CarE)活性检测试剂盒,48样,,456,273.6,342,,,,,,,,reagent,
艾迪生,ADS-W-ZM004,羧酸酯酶(CarE)活性检测试剂盒,96样,,790,474,592.5,,,,,,,,reagent,
艾迪生,ADS-F-ZM001,乙酰胆碱酯酶(AchE)活性检测试剂盒,48样,,304,182.4,228,,,,,,,,reagent,
艾迪生,ADS-W-ZM001,乙酰胆碱酯酶(AchE)活性检测试剂盒,96样,,578,346.8,433.5,,,,,,,,reagent,
艾迪生,ADS-F-ZM003-48,碱性磷酸酶(AKP/ALP)活性检测试剂盒,48样,,304,182.4,228,,,,,,,,reagent,
艾迪生,ADS-W-ZM003-96,碱性磷酸酶(AKP/ALP)活性检测试剂盒,96样,,532,319.2,399,,,,,,,,reagent,
艾迪生,ADS-F-ZM002-48,酸性磷酸酶(ACP)活性检测试剂盒,48样,,304,182.4,228,,,,,,,,reagent,
艾迪生,ADS-W-ZM002-96,酸性磷酸酶(ACP)活性检测试剂盒,96样,,532,319.2,399,,,,,,,,reagent,
艾迪生,ADS-F-N005,一氧化氮(NO)含量检测试剂盒,48样,,730,438,547.5,,,,,,,,reagent,
艾迪生,ADS-W-N005-96,一氧化氮(NO)含量检测试剂盒,96样,,1368,820.8,1026,,,,,,,,reagent,
艾迪生,ADS-F-XH001,H2S含量检测试剂盒,48样,,517,310.2,387.75,,,,,,,,reagent,
艾迪生,ADS-W-XH001,H2S含量检测试剂盒,96样,,1003,601.8,752.25,,,,,,,,reagent,
艾迪生,ADS-F-D038,水样中六价铬离子(Cr6+)浓度检测试剂盒,48样,,941,564.6,705.75,,,,,,,,reagent,
艾迪生,ADS-W-D038,水样中六价铬离子(Cr6+)浓度检测试剂盒,96样,,1745,1047,1308.75,,,,,,,,reagent,
艾迪生,ADS-F-D039,血钙浓度检测试剂盒,48样,,152,91.2,114,,,,,,,,reagent,
艾迪生,ADS-W-D039,血钙浓度检测试剂盒,96样,,274,164.4,205.5,,,,,,,,reagent,
艾迪生,ADS-F-D020-48,血钾浓度检测试剂盒,48样,,730,438,547.5,,,,,,,,reagent,
艾迪生,ADS-W-D020-96,血钾浓度检测试剂盒,96样,,1307,784.2,980.25,,,,,,,,reagent,
艾迪生,ADS-F-LZ005-48,血磷浓度检测试剂盒,48样,,243,145.8,182.25,,,,,,,,reagent,
艾迪生,ADS-W-LZ005-96,血磷浓度检测试剂盒,96样,,304,182.4,228,,,,,,,,reagent,
艾迪生,ADS-F-D021-48,血镁浓度检测试剂盒,48样,,258,154.8,193.5,,,,,,,,reagent,
艾迪生,ADS-W-D021-96,血镁浓度检测试剂盒,96样,,456,273.6,342,,,,,,,,reagent,
艾迪生,ADS-F-D019-48,血钠浓度检测试剂盒,48样,,532,319.2,399,,,,,,,,reagent,
艾迪生,ADS-W-D019-96,血钠浓度检测试剂盒,96样,,836,501.6,627,,,,,,,,reagent,
艾迪生,ADS-F-D040,血清铁浓度检测试剂盒,48样,,274,164.4,205.5,,,,,,,,reagent,
艾迪生,ADS-W-D040,血清铁浓度检测试剂盒,96样,,517,310.2,387.75,,,,,,,,reagent,
艾迪生,ADS-F-D041,血锌浓度检测试剂盒,48样,,608,364.8,456,,,,,,,,reagent,
艾迪生,ADS-W-D041,血锌浓度检测试剂盒,96样,,836,501.6,627,,,,,,,,reagent,
艾迪生,ADS-F-D027,血清总铁结合力(TIBC)检测试剂盒,48样,,304,182.4,228,,,,,,,,reagent,
艾迪生,ADS-W-D027,血清总铁结合力(TIBC)检测试剂盒,96样,,578,346.8,433.5,,,,,,,,reagent,
艾迪生,ADS-F-D042,组织无机磷含量测定试剂盒,48样,,917,550.2,687.75,,,,,,,,reagent,
艾迪生,ADS-W-D042,组织无机磷含量测定试剂盒,96样,,1667,1000.2,1250.25,,,,,,,,reagent,
艾迪生,ADS-F-D043,组织总磷含量测定试剂盒,48样,,917,550.2,687.75,,,,,,,,reagent,
艾迪生,ADS-W-D043,组织总磷含量测定试剂盒,96样,,1667,1000.2,1250.25,,,,,,,,reagent,
艾迪生,ADS-F-D045,转氢酶-2(TH-2)检测试剂盒,48样,,1083,649.8,812.25,,,,,,,,reagent,
艾迪生,ADS-W-D045,转氢酶-2(TH-2)检测试剂盒,96样,,2000,1200,1500,,,,,,,,reagent,
艾迪生,ADS-F-QT003,单胺氧化酶(MAO)检测试剂盒,48样,,517,310.2,387.75,,,,,,,,reagent,
艾迪生,ADS-W-QT003,单胺氧化酶(MAO)检测试剂盒,96样,,973,583.8,729.75,,,,,,,,reagent,
艾迪生,ADS-F-FM023,肌酸激酶(CK)检测试剂盒,48样,,1186,711.6,889.5,,,,,,,,reagent,
艾迪生,ADS-W-FM023-48,肌酸激酶(CK)检测试剂盒,48样,,912,547.2,684,,,,,,,,reagent,
艾迪生,ADS-W-FM023,肌酸激酶(CK)检测试剂盒,96样,,1642,985.2,1231.5,,,,,,,,reagent,
艾迪生,ADS-F-QT006,甜菜碱(Betaine)含量检测试剂盒,48样,,623,373.8,467.25,,,,,,,,reagent,
艾迪生,ADS-W-QT006,甜菜碱(Betaine)含量检测试剂盒,96样,,1216,729.6,912,,,,,,,,reagent,
艾迪生,ADS-F-QT002,乙酸激酶(ACK)检测试剂盒,48样,,1444,866.4,1083,,,,,,,,reagent,
艾迪生,ADS-W-QT002,乙酸激酶(ACK)检测试剂盒,96样,,2645,1587,1983.75,,,,,,,,reagent,
艾迪生,ADS-F-QT001-48,异柠檬酸裂解酶(ICL)检测试剂盒,48样,,1125,675,843.75,,,,,,,,reagent,
艾迪生,ADS-W-QT001,异柠檬酸裂解酶(ICL)检测试剂盒,96样,,2158,1294.8,1618.5,,,,,,,,reagent,
艾迪生,ADS-F-QT010-48,脱氢酶(DHA)检测试剂盒,48样,,836,501.6,627,,,,,,,,reagent,
艾迪生,ADS-W-QT010-96,脱氢酶(DHA)检测试剂盒,96样,,1444,866.4,1083,,,,,,,,reagent,
艾迪生,ADS-F-D046,氨基比林-N-脱甲基酶(AND)活性检测试剂盒,24样,,1250,750,937.5,,,,,,,,reagent,
艾迪生,ADS-W-D046,氨基比林-N-脱甲基酶(AND)活性检测试剂盒,48样,,2333,1399.8,1749.75,,,,,,,,reagent,
艾迪生,ADS-F-D047,苯胺-4-羟化酶(AH)活性检测试剂盒,24样,,1250,750,937.5,,,,,,,,reagent,
艾迪生,ADS-W-D047,苯胺-4-羟化酶(AH)活性检测试剂盒,48样,,2483,1489.8,1862.25,,,,,,,,reagent,
艾迪生,ADS-F-D048,红霉素-N-脱甲基酶(ERND)活性检测试剂盒,24样,,1250,750,937.5,,,,,,,,reagent,
艾迪生,ADS-W-D048,红霉素-N-脱甲基酶(ERND)活性检测试剂盒,48样,,2333,1399.8,1749.75,,,,,,,,reagent,
艾迪生,ADS-F-D049,细胞色素b5(Cytochrome b5)含量测定试剂盒,48样,,500,300,375,,,,,,,,reagent,
艾迪生,ADS-W-D049,细胞色素b5(Cytochrome b5)含量测定试剂盒,96样,,917,550.2,687.75,,,,,,,,reagent,
艾迪生,ADS-F-D003,碱性蛋白酶(AKP)试剂盒,24样,,821,492.6,615.75,,,,,,,,reagent,
艾迪生,ADS-W-D003,碱性蛋白酶(AKP)试剂盒,48样,,1490,894,1117.5,,,,,,,,reagent,
艾迪生,ADS-F-D006-24,糜蛋白酶(Chymotrypsin)/胰凝乳蛋白酶检测试剂盒,24样,,578,346.8,433.5,,,,,,,,reagent,
艾迪生,ADS-F-D006-48,糜蛋白酶(Chymotrypsin)/胰凝乳蛋白酶检测试剂盒,48样,,1140,684,855,,,,,,,,reagent,
艾迪生,ADS-W-D006-48,糜蛋白酶(Chymotrypsin)/胰凝乳蛋白酶检测试剂盒,48样,,1063,637.8,797.25,,,,,,,,reagent,
艾迪生,ADS-W-D006,糜蛋白酶(Chymotrypsin)/胰凝乳蛋白酶检测试剂盒,96样,,1642,985.2,1231.5,,,,,,,,reagent,
艾迪生,ADS-F-D001,酸性蛋白酶试剂盒,24样,,821,492.6,615.75,,,,,,,,reagent,
艾迪生,ADS-W-D001,酸性蛋白酶试剂盒,48样,,1490,894,1117.5,,,,,,,,reagent,
艾迪生,ADS-F-D005,胃蛋白酶(Pepsin)试剂盒,24样,,365,219,273.75,,,,,,,,reagent,
艾迪生,ADS-W-D005,胃蛋白酶(Pepsin)试剂盒,48样,,669,401.4,501.75,,,,,,,,reagent,
艾迪生,ADS-F-D004-48,胰蛋白酶(Trypsin)试剂盒,48样,,790,474,592.5,,,,,,,,reagent,
艾迪生,ADS-W-D004-48,胰蛋白酶(Trypsin)试剂盒,48样,,821,492.6,615.75,,,,,,,,reagent,
艾迪生,ADS-W-D004,胰蛋白酶(Trypsin)试剂盒,96样,,1429,857.4,1071.75,,,,,,,,reagent,
艾迪生,ADS-F-D002,中性蛋白酶(NP)试剂盒,24样,,821,492.6,615.75,,,,,,,,reagent,
艾迪生,ADS-W-D002,中性蛋白酶(NP)试剂盒,48样,,1490,894,1117.5,,,,,,,,reagent,
艾迪生,ADS-W-SP004,BCA法蛋白含量检测试剂盒,500T,,633,379.8,474.75,,,,,,,,reagent,
艾迪生,ADS-W-SP004-5000,BCA法蛋白含量检测试剂盒,5000T,,3000,1800,2250,,,,,,,,reagent,
艾迪生,ADS-W-SP004-100,BCA法蛋白含量检测试剂盒,100T,,288,172.8,216,,,,,,,,reagent,
艾迪生,ADS-W-SP004-200,BCA法蛋白含量检测试剂盒,200T,,546,327.6,409.5,,,,,,,,reagent,
艾迪生,ADS-F-SP004,BCA法蛋白含量检测试剂盒,50T,,152,91.2,114,,,,,,,,reagent,
艾迪生,ADS-F-SP004-100,BCA法蛋白含量检测试剂盒,100T,,288,172.8,216,,,,,,,,reagent,
艾迪生,ADS-W-SP003-500,考马斯亮蓝法测蛋白含量检测试剂盒,500T,,633,379.8,474.75,,,,,,,,reagent,
艾迪生,ADS-W-SP003,考马斯亮蓝法测蛋白含量检测试剂盒,5000T,,3000,1800,2250,,,,,,,,reagent,
艾迪生,ADS-F-SP001,可溶性蛋白含量(SP)试剂盒(双缩脲法),48样,,91,54.6,68.25,,,,,,,,reagent,
艾迪生,ADS-W-SP001,可溶性蛋白含量(SP)试剂盒(双缩脲法),96样,,213,127.8,159.75,,,,,,,,reagent,
艾迪生,ADS-F-G008,γ-谷氨酰半胱氨酸合成酶（γ-GCS）/γ-谷氨酰半胱氨酸连接酶（GCL）活性试剂盒,48样,,517,310.2,387.75,,,,,,,,reagent,
艾迪生,ADS-W-G008,γ-谷氨酰半胱氨酸合成酶（γ-GCS）/γ-谷氨酰半胱氨酸连接酶（GCL）活性试剂盒,96样,,942,565.2,706.5,,,,,,,,reagent,
艾迪生,ADS-F-G003-48,谷胱甘肽过氧化物酶(GSH-Px)检测试剂盒,48样,,654,392.4,490.5,,,,,,,,reagent,
艾迪生,ADS-W-G003-48,谷胱甘肽过氧化物酶(GSH-Px)检测试剂盒,48样,,638,382.8,478.5,,,,,,,,reagent,
艾迪生,ADS-W-G003,谷胱甘肽过氧化物酶(GSH-Px)检测试剂盒,96样,,1003,601.8,752.25,,,,,,,,reagent,
艾迪生,ADS-F-FM029-48,谷胱甘肽还原酶(GR)活性检测试剂盒,48样,,426,255.6,319.5,,,,,,,,reagent,
艾迪生,ADS-W-FM029,谷胱甘肽还原酶(GR)活性检测试剂盒,96样,,775,465,581.25,,,,,,,,reagent,
艾迪生,ADS-F-G001,还原型谷胱甘肽(GSH)含量检测试剂盒,48样,,228,136.8,171,,,,,,,,reagent,
艾迪生,ADS-W-G001,还原型谷胱甘肽(GSH)含量检测试剂盒,96样,,441,264.6,330.75,,,,,,,,reagent,
艾迪生,ADS-F-G002,氧化型谷胱甘肽(GSSG)含量检测试剂盒,48样,,426,255.6,319.5,,,,,,,,reagent,
艾迪生,ADS-W-G002-48,氧化型谷胱甘肽(GSSG)含量检测试剂盒,48样,,578,346.8,433.5,,,,,,,,reagent,
艾迪生,ADS-W-G002,氧化型谷胱甘肽(GSSG)含量检测试剂盒,96样,,836,501.6,627,,,,,,,,reagent,
艾迪生,ADS-F-G009,γ-谷氨酰转移酶（γ-GT)/γ-谷氨酰转肽酶活性试剂盒,48样,,289,173.4,216.75,,,,,,,,reagent,
艾迪生,ADS-W-G009,γ-谷氨酰转移酶（γ-GT)/γ-谷氨酰转肽酶活性试剂盒,96样,,547,328.2,410.25,,,,,,,,reagent,
艾迪生,ADS-F-G004-48,硫氧还蛋白过氧化物酶(TPX)活性检测试剂盒,48样,,456,273.6,342,,,,,,,,reagent,
艾迪生,ADS-W-G004,硫氧还蛋白过氧化物酶(TPX)活性检测试剂盒,96样,,821,492.6,615.75,,,,,,,,reagent,
艾迪生,ADS-F-FM028,硫氧还蛋白氧化还原酶(TrxR)活性检测试剂盒,48样,,456,273.6,342,,,,,,,,reagent,
艾迪生,ADS-W-FM028,硫氧还蛋白氧化还原酶(TrxR)活性检测试剂盒,96样,,684,410.4,513,,,,,,,,reagent,
艾迪生,ADS-F-VC004,抗坏血酸氧化酶(AAO)活性检测试剂盒,48样,,775,465,581.25,,,,,,,,reagent,
艾迪生,ADS-W-VC004,抗坏血酸氧化酶(AAO)活性检测试剂盒,96样,,1155,693,866.25,,,,,,,,reagent,
艾迪生,ADS-F-VC005,抗坏血酸过氧化物酶(APX)活性检测试剂盒,48样,,821,492.6,615.75,,,,,,,,reagent,
艾迪生,ADS-W-VC005,抗坏血酸过氧化物酶(APX)活性检测试剂盒,96样,,1292,775.2,969,,,,,,,,reagent,
艾迪生,ADS-F-V004,还原型抗坏血酸(AsA)/维生素C含量检测试剂盒,48样,,684,410.4,513,,,,,,,,reagent,
艾迪生,ADS-W-V004-48,还原型抗坏血酸(AsA)/维生素C含量检测试剂盒,48样,,684,410.4,513,,,,,,,,reagent,
艾迪生,ADS-W-V004,还原型抗坏血酸(AsA)/维生素C含量检测试剂盒,96样,,1307,784.2,980.25,,,,,,,,reagent,
艾迪生,ADS-F-VC007,脱氢抗坏血酸还原酶(DHAR)试剂盒,48样,,912,547.2,684,,,,,,,,reagent,
艾迪生,ADS-W-VC007,脱氢抗坏血酸还原酶(DHAR)试剂盒,96样,,1186,711.6,889.5,,,,,,,,reagent,
艾迪生,ADS-F-VC002-24,氧化型/脱氢抗坏血酸(DHA)试剂盒,48样,,684,410.4,513,,,,,,,,reagent,
艾迪生,ADS-W-VC002-48,氧化型/脱氢抗坏血酸(DHA)试剂盒,48样,,684,410.4,513,,,,,,,,reagent,
艾迪生,ADS-W-VC002-96,氧化型/脱氢抗坏血酸(DHA)试剂盒,96样,,1307,784.2,980.25,,,,,,,,reagent,
艾迪生,ADS-F-VC003,"L-半乳糖酸-1,4-内酯脱氢酶(Gal LDH)试剂盒",48样,,1748,1048.8,1311,,,,,,,,reagent,
艾迪生,ADS-W-VC003,"L-半乳糖酸-1,4-内酯脱氢酶(Gal LDH)试剂盒",96样,,3192,1915.2,2394,,,,,,,,reagent,
艾迪生,ADS-F-FM013,单脱氢抗坏血酸还原酶(MDHAR)活性检测试剂盒,48样,,1140,684,855,,,,,,,,reagent,
艾迪生,ADS-W-FM013,单脱氢抗坏血酸还原酶(MDHAR)活性检测试剂盒,96样,,1246,747.6,934.5,,,,,,,,reagent,
艾迪生,ADS-F-FM009-09,酰基转移酶(AAT)活性检测试剂盒,9样,,833,499.8,624.75,,,,,,,,reagent,
艾迪生,ADS-F-FM009-24,酰基转移酶(AAT)活性检测试剂盒,24样,,1307,784.2,980.25,,,,,,,,reagent,
艾迪生,ADS-F-FM009,酰基转移酶(AAT)活性检测试剂盒,48样,,2500,1500,1875,,,,,,,,reagent,
艾迪生,ADS-W-FM009,酰基转移酶(AAT)活性检测试剂盒,48样,,1824,1094.4,1368,,,,,,,,reagent,
艾迪生,ADS-F-FM012,乙醇脱氢酶(ADH)试剂盒,48样,,395,237,296.25,,,,,,,,reagent,
艾迪生,ADS-W-FM012,乙醇脱氢酶(ADH)试剂盒,96样,,760,456,570,,,,,,,,reagent,
艾迪生,ADS-F-FM024-09,脂肪酸合成酶(FAS)试剂盒,9样,,1167,700.2,875.25,,,,,,,,reagent,
艾迪生,ADS-F-FM024-25,脂肪酸合成酶(FAS)试剂盒,24样,,2432,1459.2,1824,,,,,,,,reagent,
艾迪生,ADS-F-FM024-48,脂肪酸合成酶(FAS)试剂盒,48样,,5000,3000,3750,,,,,,,,reagent,
艾迪生,ADS-W-FM024-48,脂肪酸合成酶(FAS)试剂盒,48样,,3344,2006.4,2508,,,,,,,,reagent,
艾迪生,ADS-F-ZF015,游离胆固醇(FC)试剂盒,48样,,274,164.4,205.5,,,,,,,,reagent,
艾迪生,ADS-W-ZF015,游离胆固醇(FC)试剂盒,96样,,532,319.2,399,,,,,,,,reagent,
艾迪生,ADS-F-ZF001-48,游离脂肪酸(FFA)含量检测试剂盒,48样,,1034,620.4,775.5,,,,,,,,reagent,
艾迪生,ADS-W-ZF001-96,游离脂肪酸(FFA)含量检测试剂盒,96样,,1763,1057.8,1322.25,,,,,,,,reagent,
艾迪生,ADS-F-ZF007-48,脂氧合酶(LOX)活性检测试剂盒,48样,,851,510.6,638.25,,,,,,,,reagent,
艾迪生,ADS-W-ZF007-96,脂氧合酶(LOX)活性检测试剂盒,96样,,1596,957.6,1197,,,,,,,,reagent,
艾迪生,ADS-F-FM010,脂蛋白脂酶(LPL)﹠肝脂酶(HL)活性检测试剂盒,48样,,833,499.8,624.75,,,,,,,,reagent,
艾迪生,ADS-W-FM010,脂蛋白脂酶(LPL)﹠肝脂酶(HL)活性检测试剂盒,96样,,1500,900,1125,,,,,,,,reagent,
艾迪生,ADS-F-ZF005,脂肪酶(LPS)活性检测试剂盒,48样,,456,273.6,342,,,,,,,,reagent,
艾迪生,ADS-W-ZF005,脂肪酶(LPS)活性检测试剂盒,96样,,882,529.2,661.5,,,,,,,,reagent,
艾迪生,ADS-F-FM011-48,丙酮酸脱羧酶(PDC)试剂盒,48样,,1064,638.4,798,,,,,,,,reagent,
艾迪生,ADS-W-FM011,丙酮酸脱羧酶(PDC)试剂盒,96样,,1915,1149,1436.25,,,,,,,,reagent,
