catalogNo,brand,name,category,spec,unit,detectedSpecies,application,host,reactivity,conjugate,casNo,sampleType,listPrice,memberPrice,wholesalePrice,remark
ADS-W-X002,艾迪生,线粒体复合体Ⅱ检测试剂盒,reagent,96样,盒,,,,,,,,3344,2006.4,2508,
ADS-F-X012,艾迪生,线粒体复合体Ⅲ检测试剂盒,reagent,48样,盒,,,,,,,,2402,1441.2,1801.5,
ADS-W-X012,艾迪生,线粒体复合体Ⅲ检测试剂盒,reagent,96样,盒,,,,,,,,3344,2006.4,2508,
ADS-F-X010-48,艾迪生,线粒体复合体Ⅳ检测试剂盒,reagent,48样,盒,,,,,,,,2402,1441.2,1801.5,
ADS-W-X010-96,艾迪生,线粒体复合体Ⅳ检测试剂盒,reagent,96样,盒,,,,,,,,3344,2006.4,2508,
ADS-F-X011-48,艾迪生,线粒体复合体Ⅴ检测试剂盒,reagent,48样,盒,,,,,,,,1946,1167.6,1459.5,
ADS-W-X011-100,艾迪生,线粒体复合体Ⅴ检测试剂盒,reagent,48样,盒,,,,,,,,3344,2006.4,2508,
ADS-F-DF004-24,艾迪生,ADPG焦磷酸化酶/腺苷二磷酸葡萄糖焦磷酸化酶(AGP)活性检测试剂盒,reagent,24样,盒,,,,,,,,2500,1500,1875,
ADS-F-DF004-100,艾迪生,ADPG焦磷酸化酶/腺苷二磷酸葡萄糖焦磷酸化酶(AGP)活性检测试剂盒,reagent,48样,盒,,,,,,,,3496,2097.6,2622,
ADS-W-DF004,艾迪生,ADPG焦磷酸化酶/腺苷二磷酸葡萄糖焦磷酸化酶(AGP)活性检测试剂盒,reagent,96样,盒,,,,,,,,6688,4012.8,5016,
ADS-F-DF002-24,艾迪生,α-淀粉酶(α-AL)检测试剂盒,reagent,24样,盒,,,,,,,,350,210,262.5,
ADS-W-DF002-48,艾迪生,α-淀粉酶(α-AL)检测试剂盒,reagent,48样,盒,,,,,,,,699,419.4,524.25,
ADS-F-DF003-24,艾迪生,β-淀粉酶(β-AL)检测试剂盒,reagent,24样,盒,,,,,,,,684,410.4,513,
ADS-W-DF003-48,艾迪生,β-淀粉酶(β-AL)检测试剂盒,reagent,48样,盒,,,,,,,,1368,820.8,1026,
ADS-F-DF010,艾迪生,淀粉分支酶(SBE)检测试剂盒,reagent,24样,盒,,,,,,,,1034,620.4,775.5,
ADS-W-DF010,艾迪生,淀粉分支酶(SBE)检测试剂盒,reagent,48样,盒,,,,,,,,1763,1057.8,1322.25,
ADS-F-DF008-48,艾迪生,结合态淀粉合成酶(GBSS)检测试剂盒,reagent,48样,盒,,,,,,,,4773,2863.8,3579.75,
ADS-W-DF008-48,艾迪生,结合态淀粉合成酶(GBSS)检测试剂盒,reagent,48样,盒,,,,,,,,4545,2727,3408.75,
ADS-W-DF008,艾迪生,结合态淀粉合成酶(GBSS)检测试剂盒,reagent,96样,盒,,,,,,,,7539,4523.4,5654.25,
ADS-F-DF006-100,艾迪生,可溶性淀粉合成酶(SSS)检测试剂盒,reagent,48样,盒,,,,,,,,4773,2863.8,3579.75,
ADS-W-DF006-48,艾迪生,可溶性淀粉合成酶(SSS)检测试剂盒,reagent,48样,盒,,,,,,,,4545,2727,3408.75,
ADS-W-DF006,艾迪生,可溶性淀粉合成酶(SSS)检测试剂盒,reagent,96样,盒,,,,,,,,7539,4523.4,5654.25,
ADS-F-ZT007,艾迪生,可溶性酸性转化酶（S-AI）)/液泡转化酶检测试剂盒,reagent,24样,盒,,,,,,,,760,456,570,
ADS-W-ZT007,艾迪生,可溶性酸性转化酶（S-AI）)/液泡转化酶检测试剂盒,reagent,48样,盒,,,,,,,,1520,912,1140,
ADS-F-ZT013,艾迪生,蔗糖合成酶(SS)检测试剂盒,reagent,48样,盒,,,,,,,,1467,880.2,1100.25,
ADS-W-ZT013-48,艾迪生,蔗糖合成酶(SS)检测试剂盒,reagent,48样,盒,,,,,,,,1333,799.8,999.75,
ADS-W-ZT013,艾迪生,蔗糖合成酶(SS)检测试剂盒,reagent,96样,盒,,,,,,,,2500,1500,1875,
ADS-F-ZT006,艾迪生,蔗糖磷酸合成酶(SPS)检测试剂盒,reagent,24样,盒,,,,,,,,1064,638.4,798,
ADS-W-ZT006,艾迪生,蔗糖磷酸合成酶(SPS)检测试剂盒,reagent,48样,盒,,,,,,,,1976,1185.6,1482,
ADS-W-ZT006-96,艾迪生,蔗糖磷酸合成酶(SPS)检测试剂盒,reagent,96样,盒,,,,,,,,4000,2400,3000,
ADS-F-ZT014,艾迪生,植物蔗糖酶(sucrase)检测试剂盒,reagent,48样,盒,,,,,,,,1201,720.6,900.75,
ADS-W-ZT014,艾迪生,植物蔗糖酶(sucrase)检测试剂盒,reagent,96样,盒,,,,,,,,2280,1368,1710,
ADS-F-ZT015,艾迪生,植物组织蔗糖(sucrose)含量检测试剂盒,reagent,48样,盒,,,,,,,,395,237,296.25,
ADS-W-ZT015,艾迪生,植物组织蔗糖(sucrose)含量检测试剂盒,reagent,96样,盒,,,,,,,,790,474,592.5,
ADS-F-ZT008,艾迪生,中性转化酶(NI)/细胞质转化酶检测试剂盒,reagent,24样,盒,,,,,,,,760,456,570,
ADS-W-ZT008,艾迪生,中性转化酶(NI)/细胞质转化酶检测试剂盒,reagent,48样,盒,,,,,,,,1520,912,1140,
ADS-F-TR003,艾迪生,土壤β-葡萄糖苷酶(S-β-GC)检测试剂盒,reagent,24样,盒,,,,,,,,806,483.6,604.5,
ADS-F-TR003-48,艾迪生,土壤β-葡萄糖苷酶(S-β-GC)检测试剂盒,reagent,48样,盒,,,,,,,,1414,848.4,1060.5,
ADS-W-TR003,艾迪生,土壤β-葡萄糖苷酶(S-β-GC)检测试剂盒,reagent,48样,盒,,,,,,,,1490,894,1117.5,
ADS-W-TR003-96,艾迪生,土壤β-葡萄糖苷酶(S-β-GC)检测试剂盒,reagent,96样,盒,,,,,,,,2508,1504.8,1881,
ADS-F-TR040,艾迪生,土壤α-葡萄糖苷酶(S-α - GC)试剂盒,reagent,24样,盒,,,,,,,,806,483.6,604.5,
ADS-W-TR040,艾迪生,土壤α-葡萄糖苷酶(S-α - GC)试剂盒,reagent,48样,盒,,,,,,,,1490,894,1117.5,
ADS-F-TR002,艾迪生,土壤多酚氧化酶(S-PPO)检测试剂盒,reagent,48样,盒,,,,,,,,638,382.8,478.5,
ADS-W-TR002,艾迪生,土壤多酚氧化酶(S-PPO)检测试剂盒,reagent,96样,盒,,,,,,,,1186,711.6,889.5,
ADS-F-TR005-24,艾迪生,土壤过氧化氢酶(S-CAT)检测试剂盒,reagent,24样,盒,,,,,,,,623,373.8,467.25,
ADS-F-TR005-48,艾迪生,土壤过氧化氢酶(S-CAT)检测试剂盒,reagent,48样,盒,,,,,,,,1094,656.4,820.5,
ADS-W-TR005,艾迪生,土壤过氧化氢酶(S-CAT)检测试剂盒,reagent,48样,盒,,,,,,,,1216,729.6,912,
ADS-W-TR005-96,艾迪生,土壤过氧化氢酶(S-CAT)检测试剂盒,reagent,96样,盒,,,,,,,,2067,1240.2,1550.25,
ADS-F-TR010,艾迪生,土壤碱性磷酸酶(S-AKP/ALP)试剂盒,reagent,48样,盒,,,,,,,,456,273.6,342,
ADS-W-TR010,艾迪生,土壤碱性磷酸酶(S-AKP/ALP)试剂盒,reagent,96样,盒,,,,,,,,684,410.4,513,
ADS-F-TR001,艾迪生,土壤脲酶(S-UE)检测试剂盒,reagent,24样,盒,,,,,,,,562,337.2,421.5,
ADS-F-TR001-48,艾迪生,土壤脲酶(S-UE)检测试剂盒,reagent,48样,盒,,,,,,,,988,592.8,741,
ADS-W-TR001,艾迪生,土壤脲酶(S-UE)检测试剂盒,reagent,48样,盒,,,,,,,,1125,675,843.75,
ADS-F-TR008,艾迪生,土壤酸性磷酸酶(S-ACP)试剂盒,reagent,48样,盒,,,,,,,,456,273.6,342,
ADS-W-TR008,艾迪生,土壤酸性磷酸酶(S-ACP)试剂盒,reagent,96样,盒,,,,,,,,684,410.4,513,
ADS-F-TR015-24,艾迪生,土壤脱氢酶(sDHA)检测试剂盒,reagent,24样,盒,,,,,,,,790,474,592.5,
ADS-W-TR015-48,艾迪生,土壤脱氢酶(sDHA)检测试剂盒,reagent,48样,盒,,,,,,,,1292,775.2,969,
ADS-F-TR021,艾迪生,土壤无机磷(S-PHOS)/速效磷含量检测试剂盒,reagent,48样,盒,,,,,,,,988,592.8,741,
ADS-W-TR021,艾迪生,土壤无机磷(S-PHOS)/速效磷含量检测试剂盒,reagent,96样,盒,,,,,,,,1672,1003.2,1254,
ADS-F-TR004,艾迪生,"土壤纤维素酶(S-CL)/内切-β-1,4葡聚糖酶活性检测试剂盒",reagent,24样,盒,,,,,,,,790,474,592.5,
ADS-W-TR004,艾迪生,"土壤纤维素酶(S-CL)/内切-β-1,4葡聚糖酶活性检测试剂盒",reagent,48样,盒,,,,,,,,1490,894,1117.5,
ADS-F-TR007,艾迪生,土壤蔗糖酶(S-SC)检测试剂盒,reagent,24样,盒,,,,,,,,684,410.4,513,
ADS-F-TR007-48,艾迪生,土壤蔗糖酶(S-SC)检测试剂盒,reagent,48样,盒,,,,,,,,1201,720.6,900.75,
ADS-W-TR007,艾迪生,土壤蔗糖酶(S-SC)检测试剂盒,reagent,48样,盒,,,,,,,,1322,793.2,991.5,
ADS-W-TR007-96,艾迪生,土壤蔗糖酶(S-SC)检测试剂盒,reagent,96样,盒,,,,,,,,2280,1368,1710,
ADS-F-TR009,艾迪生,土壤中性磷酸酶(S-NP)活性检测试剂盒,reagent,48样,盒,,,,,,,,456,273.6,342,
ADS-W-TR009,艾迪生,土壤中性磷酸酶(S-NP)活性检测试剂盒,reagent,96样,盒,,,,,,,,684,410.4,513,
ADS-F-TR028,艾迪生,土壤总磷/有机磷/无机磷含量检测试剂盒,reagent,48样,盒,,,,,,,,988,592.8,741,
ADS-W-TR028,艾迪生,土壤总磷/有机磷/无机磷含量检测试剂盒,reagent,96样,盒,,,,,,,,1672,1003.2,1254,
ADS-F-TR018,艾迪生,土壤碱性蛋白酶(S-ALPT)活性检测试剂盒,reagent,24样,盒,,,,,,,,941,564.6,705.75,
ADS-W-TR017,艾迪生,土壤碱性蛋白酶(S-ALPT)活性检测试剂盒,reagent,48样,盒,,,,,,,,1669,1001.4,1251.75,
ADS-F-TR017,艾迪生,土壤中性蛋白酶(S-NPT)活性检测试剂盒,reagent,24样,盒,,,,,,,,941,564.6,705.75,
ADS-W-TR016,艾迪生,土壤中性蛋白酶(S-NPT)活性检测试剂盒,reagent,48样,盒,,,,,,,,1669,1001.4,1251.75,
ADS-F-TR016,艾迪生,土壤酸性蛋白酶（S-ACPT ）活检测试剂盒,reagent,24样,盒,,,,,,,,941,564.6,705.75,
ADS-W-TR015,艾迪生,土壤酸性蛋白酶（S-ACPT ）活检测试剂盒,reagent,48样,盒,,,,,,,,1669,1001.4,1251.75,
ADS-F-ZM004,艾迪生,羧酸酯酶(CarE)活性检测试剂盒,reagent,48样,盒,,,,,,,,456,273.6,342,
ADS-W-ZM004,艾迪生,羧酸酯酶(CarE)活性检测试剂盒,reagent,96样,盒,,,,,,,,790,474,592.5,
ADS-F-ZM001,艾迪生,乙酰胆碱酯酶(AchE)活性检测试剂盒,reagent,48样,盒,,,,,,,,304,182.4,228,
ADS-W-ZM001,艾迪生,乙酰胆碱酯酶(AchE)活性检测试剂盒,reagent,96样,盒,,,,,,,,578,346.8,433.5,
ADS-F-ZM003-48,艾迪生,碱性磷酸酶(AKP/ALP)活性检测试剂盒,reagent,48样,盒,,,,,,,,304,182.4,228,
ADS-W-ZM003-96,艾迪生,碱性磷酸酶(AKP/ALP)活性检测试剂盒,reagent,96样,盒,,,,,,,,532,319.2,399,
ADS-F-ZM002-48,艾迪生,酸性磷酸酶(ACP)活性检测试剂盒,reagent,48样,盒,,,,,,,,304,182.4,228,
ADS-W-ZM002-96,艾迪生,酸性磷酸酶(ACP)活性检测试剂盒,reagent,96样,盒,,,,,,,,532,319.2,399,
ADS-F-N005,艾迪生,一氧化氮(NO)含量检测试剂盒,reagent,48样,盒,,,,,,,,730,438,547.5,
ADS-W-N005-96,艾迪生,一氧化氮(NO)含量检测试剂盒,reagent,96样,盒,,,,,,,,1368,820.8,1026,
ADS-F-XH001,艾迪生,H2S含量检测试剂盒,reagent,48样,盒,,,,,,,,517,310.2,387.75,
ADS-W-XH001,艾迪生,H2S含量检测试剂盒,reagent,96样,盒,,,,,,,,1003,601.8,752.25,
ADS-F-D038,艾迪生,水样中六价铬离子(Cr6+)浓度检测试剂盒,reagent,48样,盒,,,,,,,,941,564.6,705.75,
ADS-W-D038,艾迪生,水样中六价铬离子(Cr6+)浓度检测试剂盒,reagent,96样,盒,,,,,,,,1745,1047,1308.75,
ADS-F-D039,艾迪生,血钙浓度检测试剂盒,reagent,48样,盒,,,,,,,,152,91.2,114,
ADS-W-D039,艾迪生,血钙浓度检测试剂盒,reagent,96样,盒,,,,,,,,274,164.4,205.5,
ADS-F-D020-48,艾迪生,血钾浓度检测试剂盒,reagent,48样,盒,,,,,,,,730,438,547.5,
ADS-W-D020-96,艾迪生,血钾浓度检测试剂盒,reagent,96样,盒,,,,,,,,1307,784.2,980.25,
ADS-F-LZ005-48,艾迪生,血磷浓度检测试剂盒,reagent,48样,盒,,,,,,,,243,145.8,182.25,
ADS-W-LZ005-96,艾迪生,血磷浓度检测试剂盒,reagent,96样,盒,,,,,,,,304,182.4,228,
ADS-F-D021-48,艾迪生,血镁浓度检测试剂盒,reagent,48样,盒,,,,,,,,258,154.8,193.5,
ADS-W-D021-96,艾迪生,血镁浓度检测试剂盒,reagent,96样,盒,,,,,,,,456,273.6,342,
ADS-F-D019-48,艾迪生,血钠浓度检测试剂盒,reagent,48样,盒,,,,,,,,532,319.2,399,
ADS-W-D019-96,艾迪生,血钠浓度检测试剂盒,reagent,96样,盒,,,,,,,,836,501.6,627,
ADS-F-D040,艾迪生,血清铁浓度检测试剂盒,reagent,48样,盒,,,,,,,,274,164.4,205.5,
ADS-W-D040,艾迪生,血清铁浓度检测试剂盒,reagent,96样,盒,,,,,,,,517,310.2,387.75,
ADS-F-D041,艾迪生,血锌浓度检测试剂盒,reagent,48样,盒,,,,,,,,608,364.8,456,
ADS-W-D041,艾迪生,血锌浓度检测试剂盒,reagent,96样,盒,,,,,,,,836,501.6,627,
ADS-F-D027,艾迪生,血清总铁结合力(TIBC)检测试剂盒,reagent,48样,盒,,,,,,,,304,182.4,228,
ADS-W-D027,艾迪生,血清总铁结合力(TIBC)检测试剂盒,reagent,96样,盒,,,,,,,,578,346.8,433.5,
ADS-F-D042,艾迪生,组织无机磷含量测定试剂盒,reagent,48样,盒,,,,,,,,917,550.2,687.75,
ADS-W-D042,艾迪生,组织无机磷含量测定试剂盒,reagent,96样,盒,,,,,,,,1667,1000.2,1250.25,
ADS-F-D043,艾迪生,组织总磷含量测定试剂盒,reagent,48样,盒,,,,,,,,917,550.2,687.75,
ADS-W-D043,艾迪生,组织总磷含量测定试剂盒,reagent,96样,盒,,,,,,,,1667,1000.2,1250.25,
ADS-F-D045,艾迪生,转氢酶-2(TH-2)检测试剂盒,reagent,48样,盒,,,,,,,,1083,649.8,812.25,
ADS-W-D045,艾迪生,转氢酶-2(TH-2)检测试剂盒,reagent,96样,盒,,,,,,,,2000,1200,1500,
ADS-F-QT003,艾迪生,单胺氧化酶(MAO)检测试剂盒,reagent,48样,盒,,,,,,,,517,310.2,387.75,
ADS-W-QT003,艾迪生,单胺氧化酶(MAO)检测试剂盒,reagent,96样,盒,,,,,,,,973,583.8,729.75,
ADS-F-FM023,艾迪生,肌酸激酶(CK)检测试剂盒,reagent,48样,盒,,,,,,,,1186,711.6,889.5,
ADS-W-FM023-48,艾迪生,肌酸激酶(CK)检测试剂盒,reagent,48样,盒,,,,,,,,912,547.2,684,
ADS-W-FM023,艾迪生,肌酸激酶(CK)检测试剂盒,reagent,96样,盒,,,,,,,,1642,985.2,1231.5,
ADS-F-QT006,艾迪生,甜菜碱(Betaine)含量检测试剂盒,reagent,48样,盒,,,,,,,,623,373.8,467.25,
ADS-W-QT006,艾迪生,甜菜碱(Betaine)含量检测试剂盒,reagent,96样,盒,,,,,,,,1216,729.6,912,
ADS-F-QT002,艾迪生,乙酸激酶(ACK)检测试剂盒,reagent,48样,盒,,,,,,,,1444,866.4,1083,
ADS-W-QT002,艾迪生,乙酸激酶(ACK)检测试剂盒,reagent,96样,盒,,,,,,,,2645,1587,1983.75,
ADS-F-QT001-48,艾迪生,异柠檬酸裂解酶(ICL)检测试剂盒,reagent,48样,盒,,,,,,,,1125,675,843.75,
ADS-W-QT001,艾迪生,异柠檬酸裂解酶(ICL)检测试剂盒,reagent,96样,盒,,,,,,,,2158,1294.8,1618.5,
ADS-F-QT010-48,艾迪生,脱氢酶(DHA)检测试剂盒,reagent,48样,盒,,,,,,,,836,501.6,627,
ADS-W-QT010-96,艾迪生,脱氢酶(DHA)检测试剂盒,reagent,96样,盒,,,,,,,,1444,866.4,1083,
ADS-F-D046,艾迪生,氨基比林-N-脱甲基酶(AND)活性检测试剂盒,reagent,24样,盒,,,,,,,,1250,750,937.5,
ADS-W-D046,艾迪生,氨基比林-N-脱甲基酶(AND)活性检测试剂盒,reagent,48样,盒,,,,,,,,2333,1399.8,1749.75,
ADS-F-D047,艾迪生,苯胺-4-羟化酶(AH)活性检测试剂盒,reagent,24样,盒,,,,,,,,1250,750,937.5,
ADS-W-D047,艾迪生,苯胺-4-羟化酶(AH)活性检测试剂盒,reagent,48样,盒,,,,,,,,2483,1489.8,1862.25,
ADS-F-D048,艾迪生,红霉素-N-脱甲基酶(ERND)活性检测试剂盒,reagent,24样,盒,,,,,,,,1250,750,937.5,
ADS-W-D048,艾迪生,红霉素-N-脱甲基酶(ERND)活性检测试剂盒,reagent,48样,盒,,,,,,,,2333,1399.8,1749.75,
ADS-F-D049,艾迪生,细胞色素b5(Cytochrome b5)含量测定试剂盒,reagent,48样,盒,,,,,,,,500,300,375,
ADS-W-D049,艾迪生,细胞色素b5(Cytochrome b5)含量测定试剂盒,reagent,96样,盒,,,,,,,,917,550.2,687.75,
ADS-F-D003,艾迪生,碱性蛋白酶(AKP)试剂盒,reagent,24样,盒,,,,,,,,821,492.6,615.75,
ADS-W-D003,艾迪生,碱性蛋白酶(AKP)试剂盒,reagent,48样,盒,,,,,,,,1490,894,1117.5,
ADS-F-D006-24,艾迪生,糜蛋白酶(Chymotrypsin)/胰凝乳蛋白酶检测试剂盒,reagent,24样,盒,,,,,,,,578,346.8,433.5,
ADS-F-D006-48,艾迪生,糜蛋白酶(Chymotrypsin)/胰凝乳蛋白酶检测试剂盒,reagent,48样,盒,,,,,,,,1140,684,855,
ADS-W-D006-48,艾迪生,糜蛋白酶(Chymotrypsin)/胰凝乳蛋白酶检测试剂盒,reagent,48样,盒,,,,,,,,1063,637.8,797.25,
ADS-W-D006,艾迪生,糜蛋白酶(Chymotrypsin)/胰凝乳蛋白酶检测试剂盒,reagent,96样,盒,,,,,,,,1642,985.2,1231.5,
ADS-F-D001,艾迪生,酸性蛋白酶试剂盒,reagent,24样,盒,,,,,,,,821,492.6,615.75,
ADS-W-D001,艾迪生,酸性蛋白酶试剂盒,reagent,48样,盒,,,,,,,,1490,894,1117.5,
ADS-F-D005,艾迪生,胃蛋白酶(Pepsin)试剂盒,reagent,24样,盒,,,,,,,,365,219,273.75,
ADS-W-D005,艾迪生,胃蛋白酶(Pepsin)试剂盒,reagent,48样,盒,,,,,,,,669,401.4,501.75,
ADS-F-D004-48,艾迪生,胰蛋白酶(Trypsin)试剂盒,reagent,48样,盒,,,,,,,,790,474,592.5,
ADS-W-D004-48,艾迪生,胰蛋白酶(Trypsin)试剂盒,reagent,48样,盒,,,,,,,,821,492.6,615.75,
ADS-W-D004,艾迪生,胰蛋白酶(Trypsin)试剂盒,reagent,96样,盒,,,,,,,,1429,857.4,1071.75,
ADS-F-D002,艾迪生,中性蛋白酶(NP)试剂盒,reagent,24样,盒,,,,,,,,821,492.6,615.75,
ADS-W-D002,艾迪生,中性蛋白酶(NP)试剂盒,reagent,48样,盒,,,,,,,,1490,894,1117.5,
ADS-W-SP004,艾迪生,BCA法蛋白含量检测试剂盒,reagent,500T,盒,,,,,,,,633,379.8,474.75,
ADS-W-SP004-5000,艾迪生,BCA法蛋白含量检测试剂盒,reagent,5000T,盒,,,,,,,,3000,1800,2250,
ADS-W-SP004-100,艾迪生,BCA法蛋白含量检测试剂盒,reagent,100T,盒,,,,,,,,288,172.8,216,
ADS-W-SP004-200,艾迪生,BCA法蛋白含量检测试剂盒,reagent,200T,盒,,,,,,,,546,327.6,409.5,
ADS-F-SP004,艾迪生,BCA法蛋白含量检测试剂盒,reagent,50T,盒,,,,,,,,152,91.2,114,
ADS-F-SP004-100,艾迪生,BCA法蛋白含量检测试剂盒,reagent,100T,盒,,,,,,,,288,172.8,216,
ADS-W-SP003-500,艾迪生,考马斯亮蓝法测蛋白含量检测试剂盒,reagent,500T,盒,,,,,,,,633,379.8,474.75,
ADS-W-SP003,艾迪生,考马斯亮蓝法测蛋白含量检测试剂盒,reagent,5000T,盒,,,,,,,,3000,1800,2250,
ADS-F-SP001,艾迪生,可溶性蛋白含量(SP)试剂盒(双缩脲法),reagent,48样,盒,,,,,,,,91,54.6,68.25,
ADS-W-SP001,艾迪生,可溶性蛋白含量(SP)试剂盒(双缩脲法),reagent,96样,盒,,,,,,,,213,127.8,159.75,
ADS-F-G008,艾迪生,γ-谷氨酰半胱氨酸合成酶（γ-GCS）/γ-谷氨酰半胱氨酸连接酶（GCL）活性试剂盒,reagent,48样,盒,,,,,,,,517,310.2,387.75,
ADS-W-G008,艾迪生,γ-谷氨酰半胱氨酸合成酶（γ-GCS）/γ-谷氨酰半胱氨酸连接酶（GCL）活性试剂盒,reagent,96样,盒,,,,,,,,942,565.2,706.5,
ADS-F-G003-48,艾迪生,谷胱甘肽过氧化物酶(GSH-Px)检测试剂盒,reagent,48样,盒,,,,,,,,654,392.4,490.5,
ADS-W-G003-48,艾迪生,谷胱甘肽过氧化物酶(GSH-Px)检测试剂盒,reagent,48样,盒,,,,,,,,638,382.8,478.5,
ADS-W-G003,艾迪生,谷胱甘肽过氧化物酶(GSH-Px)检测试剂盒,reagent,96样,盒,,,,,,,,1003,601.8,752.25,
ADS-F-FM029-48,艾迪生,谷胱甘肽还原酶(GR)活性检测试剂盒,reagent,48样,盒,,,,,,,,426,255.6,319.5,
ADS-W-FM029,艾迪生,谷胱甘肽还原酶(GR)活性检测试剂盒,reagent,96样,盒,,,,,,,,775,465,581.25,
ADS-F-G001,艾迪生,还原型谷胱甘肽(GSH)含量检测试剂盒,reagent,48样,盒,,,,,,,,228,136.8,171,
ADS-W-G001,艾迪生,还原型谷胱甘肽(GSH)含量检测试剂盒,reagent,96样,盒,,,,,,,,441,264.6,330.75,
ADS-F-G002,艾迪生,氧化型谷胱甘肽(GSSG)含量检测试剂盒,reagent,48样,盒,,,,,,,,426,255.6,319.5,
ADS-W-G002-48,艾迪生,氧化型谷胱甘肽(GSSG)含量检测试剂盒,reagent,48样,盒,,,,,,,,578,346.8,433.5,
ADS-W-G002,艾迪生,氧化型谷胱甘肽(GSSG)含量检测试剂盒,reagent,96样,盒,,,,,,,,836,501.6,627,
ADS-F-G009,艾迪生,γ-谷氨酰转移酶（γ-GT)/γ-谷氨酰转肽酶活性试剂盒,reagent,48样,盒,,,,,,,,289,173.4,216.75,
ADS-W-G009,艾迪生,γ-谷氨酰转移酶（γ-GT)/γ-谷氨酰转肽酶活性试剂盒,reagent,96样,盒,,,,,,,,547,328.2,410.25,
ADS-F-G004-48,艾迪生,硫氧还蛋白过氧化物酶(TPX)活性检测试剂盒,reagent,48样,盒,,,,,,,,456,273.6,342,
ADS-W-G004,艾迪生,硫氧还蛋白过氧化物酶(TPX)活性检测试剂盒,reagent,96样,盒,,,,,,,,821,492.6,615.75,
ADS-F-FM028,艾迪生,硫氧还蛋白氧化还原酶(TrxR)活性检测试剂盒,reagent,48样,盒,,,,,,,,456,273.6,342,
ADS-W-FM028,艾迪生,硫氧还蛋白氧化还原酶(TrxR)活性检测试剂盒,reagent,96样,盒,,,,,,,,684,410.4,513,
ADS-F-VC004,艾迪生,抗坏血酸氧化酶(AAO)活性检测试剂盒,reagent,48样,盒,,,,,,,,775,465,581.25,
ADS-W-VC004,艾迪生,抗坏血酸氧化酶(AAO)活性检测试剂盒,reagent,96样,盒,,,,,,,,1155,693,866.25,
ADS-F-VC005,艾迪生,抗坏血酸过氧化物酶(APX)活性检测试剂盒,reagent,48样,盒,,,,,,,,821,492.6,615.75,
ADS-W-VC005,艾迪生,抗坏血酸过氧化物酶(APX)活性检测试剂盒,reagent,96样,盒,,,,,,,,1292,775.2,969,
ADS-F-V004,艾迪生,还原型抗坏血酸(AsA)/维生素C含量检测试剂盒,reagent,48样,盒,,,,,,,,684,410.4,513,
ADS-W-V004-48,艾迪生,还原型抗坏血酸(AsA)/维生素C含量检测试剂盒,reagent,48样,盒,,,,,,,,684,410.4,513,
ADS-W-V004,艾迪生,还原型抗坏血酸(AsA)/维生素C含量检测试剂盒,reagent,96样,盒,,,,,,,,1307,784.2,980.25,
ADS-F-VC007,艾迪生,脱氢抗坏血酸还原酶(DHAR)试剂盒,reagent,48样,盒,,,,,,,,912,547.2,684,
ADS-W-VC007,艾迪生,脱氢抗坏血酸还原酶(DHAR)试剂盒,reagent,96样,盒,,,,,,,,1186,711.6,889.5,
ADS-F-VC002-24,艾迪生,氧化型/脱氢抗坏血酸(DHA)试剂盒,reagent,48样,盒,,,,,,,,684,410.4,513,
ADS-W-VC002-48,艾迪生,氧化型/脱氢抗坏血酸(DHA)试剂盒,reagent,48样,盒,,,,,,,,684,410.4,513,
ADS-W-VC002-96,艾迪生,氧化型/脱氢抗坏血酸(DHA)试剂盒,reagent,96样,盒,,,,,,,,1307,784.2,980.25,
ADS-F-VC003,艾迪生,"L-半乳糖酸-1,4-内酯脱氢酶(Gal LDH)试剂盒",reagent,48样,盒,,,,,,,,1748,1048.8,1311,
ADS-W-VC003,艾迪生,"L-半乳糖酸-1,4-内酯脱氢酶(Gal LDH)试剂盒",reagent,96样,盒,,,,,,,,3192,1915.2,2394,
ADS-F-FM013,艾迪生,单脱氢抗坏血酸还原酶(MDHAR)活性检测试剂盒,reagent,48样,盒,,,,,,,,1140,684,855,
ADS-W-FM013,艾迪生,单脱氢抗坏血酸还原酶(MDHAR)活性检测试剂盒,reagent,96样,盒,,,,,,,,1246,747.6,934.5,
ADS-F-FM009-09,艾迪生,酰基转移酶(AAT)活性检测试剂盒,reagent,9样,盒,,,,,,,,833,499.8,624.75,
ADS-F-FM009-24,艾迪生,酰基转移酶(AAT)活性检测试剂盒,reagent,24样,盒,,,,,,,,1307,784.2,980.25,
ADS-F-FM009,艾迪生,酰基转移酶(AAT)活性检测试剂盒,reagent,48样,盒,,,,,,,,2500,1500,1875,
ADS-W-FM009,艾迪生,酰基转移酶(AAT)活性检测试剂盒,reagent,48样,盒,,,,,,,,1824,1094.4,1368,
ADS-F-FM012,艾迪生,乙醇脱氢酶(ADH)试剂盒,reagent,48样,盒,,,,,,,,395,237,296.25,
ADS-W-FM012,艾迪生,乙醇脱氢酶(ADH)试剂盒,reagent,96样,盒,,,,,,,,760,456,570,
ADS-F-FM024-09,艾迪生,脂肪酸合成酶(FAS)试剂盒,reagent,9样,盒,,,,,,,,1167,700.2,875.25,
ADS-F-FM024-25,艾迪生,脂肪酸合成酶(FAS)试剂盒,reagent,24样,盒,,,,,,,,2432,1459.2,1824,
ADS-F-FM024-48,艾迪生,脂肪酸合成酶(FAS)试剂盒,reagent,48样,盒,,,,,,,,5000,3000,3750,
